overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style
3.0,True,"11 29, 2014",A3IODAFGOGVSPR,B00000DMB9,Jesus Riojas,I like it the video game,Three Stars,1417219200,,
3.0,False,"02 3, 2005",A32JKNQ6BABMQ2,B00000DMB9,abe,"they sacrificed the create a character mode but in its place are like oodles of wrestlers.this game was made during one of wrestlings hottest eras.probably still is.so the wcw had lots o cash to hire lots o wrasslers and thats why theres zillions of them up for grabs.theres the regular wcw guys,the nwo,luchadors,ravens flock,japanese superstars,losers youve never heard of before,and every other gang from that time.the only real problem is the game is very simple to beat.now im not normaly one to complain about easy video games but this game got beat literaly in under 4 hours after i bought it on every level.its better if you're getting this for a kid i guess.",a pretty cool game,1107388800,,
1.0,False,"11 25, 2006",ANAYSRE3LX8GZ,B00000DMAV,Micheal Hunt,"I just wanna review out something no ones said yet.

If you still ever play this game, it is a great game, it's 5 stars, provided your into this sort of thing.

But recently when i played the playstation version, i noticed they jibbed out and didn't include certain things that the PC version and better version had.

First off - There is no train. The PC version has a fully working train that you can hijack and even put into reverse.. sure, it may be useless to crash into another train, but it was entertaining. The PS version doesnt have a train.. but yet, it has the tracks for it, so go figure that one out.

Next, lack of vehicles. The PC version doesnt have spots where cars just disapeer and it feels like your walking around a ghost town.

And something no one can say wouldnt be better... you can edit the PC version, not only can you put whatever car you want into the game by downloading a simple quick device them importing a car you can download or make yourself, but you can also change everything in the game with simmilar tools. You can not just add cars, you can add missions, put more cars into things, edit the exsisting map, or hell, make your own city from scratch.

When I play this game, i like to ride around in Knight Rider, or maybe the General Lee, try and eulude cops driving lambourghinis... gouranga!

Convinced the PC versions better? Makes you feel like the PSX you played was lacking, huh?","Play this on PC, the Playstation version is not the full version",1164412800,4,
3.0,False,"09 8, 2005",AY3Y9ROK6LRPI,B00000DMAV,Michael Corona,"Grand Theft Auto - Circa 1997

GOOD:

- The roots or start of a super popular franchise

- Sort of fun and different in it's own way

BAD:

- Really, really dated graphics, even for its day

- Gameplay is pretty old and controls can be tough for some

WILL IT FIT YOUR TASTE:

- A Top-down run and gun game where you steal cars, kill people, and live a life of crime

GAME ITS MOST ASSOCATED TOO:

- Grand Theft Auto: London 1969

- Grand Theft Auto 2

- The legend of Zelda: A link to the past (but a lot more urban and violent)

ADDITIONAL NOTES:

- There is a version of this game for Game Boy Advance

- There is a version of this game that comes packed with Grand Theft Auto: London 1969

- All three levels (or cities) in this game later on became their own Grand Theft Auto game, example the first level is liberty city which is the city from GTAIII, The second level is Vice city which is the same city from GTA: Vice City, and last but not least is the third level San Andreas which is the same city/state for GTA: San Andreas",It's all started here...,1126137600,,
3.0,False,"04 7, 2003",A1DN1J7Y6NL3R9,B00000DMAV,Plaid Ninja,"I dunno... I loved the concept, but the control kills it.  I don't like having to push a gas button to walk!  Thankfully they fixed this in GTA 3 & 4.  Those games are incredible.  Buy those asap!!
I am giving the game 3 stars for having to cojones to bring this kind of gaming to the world.",Just not fun.,1049673600,,
3.0,False,"11 27, 2001",A2GBBDNZLYC4A9,B00000F1GS,Jeff Johnson,"This is a totally new spin on Quake II. It is different than the computer version, new levels, new missions, but the same new enemies from Quake II on the computer. There are around 16 levels with 30 missions. What I mean by missions, is that in each level you have stuff to do, such as collect explosives, then place them to blow up a power grid, or realign a satellite dish. If this sounds complex, don't worry just walk up to something and it is done (quite brainless). This game is your stereotypical shooting game, you run in a first person game, with one of seven guns you can pick up and with this game you get a full 360 degrees motion with your gun, so its more than shooting straight. With other shooting games you fight against waves of monsters, in this game there are pretty much 10 - 20 creatures per level, making the levels go by quickly. This is a pretty good game, the only real downfall is that there are only 10 - 20 enemies per level, making the game go by pretty quick and easy. However the second to last level is totally different from the previous levels making it nearly impossible for the player to complete (Several death traps when the previous levels have no death traps).","Simplistic, quick, fun 3D shooter",1006819200,6,
3.0,True,"07 26, 2014",A9UH6SKH53ZXP,B00000F1GS,10290482027,"The 5 star review is for the n64 version only.  I liked the pc version ok, but somehow in a weird backward move, I believe that nintendo actually fixed this game.  I will probably be in a minority in this comment, as many hardened ID fans would vehemently disagree with this statement.  Fun times on the n64.",Like the n64 version better than pc.,1406332800,,
3.0,True,"09 23, 2013",A22QYM5WUYSKHK,B00000F1GS,Travis Foster,The game arrived on time and worked great.  The problem is it isn't a very good game.  Quake II is a game played just for the deathmatch and only on the PS1 and only if you have analog sticks.  If you want to play some old school fps deathmatch try the ps1 version just make sure you have 4 duelshocks and a multitap.,Game works and arrived,1379894400,,
3.0,False,"04 29, 2008",AWG2O9C42XW5G,B00000F1GS,Blake Meahl  2018,this quake game i a little better than the first. it was okay. like i said in the other review if you like this type of game that its for you.,a okay game,1209427200,,
1.0,False,"05 3, 2001",AAOMG1YP0VNP9,B00000F1GI,Chris &#039;raging bill&#039; Burton,"To this very day I still cannot understand why everyone loves Tomb Raider so much. Aside from the odd improvement here and there, the games haven't changed vastly (I think Doom to Quake is vastly) at all. I find controlling Lara very clumsey, the 3rd person view not help. Plus, Lara does all the aiming so the satisfaction of blasting something's head off from a distance is non-existent. I found myself fart around half the time. Where's the fun in climbing up a rock face? I'm all for puzzles but I find these games boring and labourious. Oh, and Lara Croft is not fit because she's not real and if she was she'd fall forwards due to her massive mammaries. So stop ogling at your screen, you sad people!",The most over-rated series ever.,988848000,,
3.0,False,"01 30, 2000",AU5M0ZJJOW2JW,B00000F1GI,Matt,"Have you ever sat for hours playing one particular video game and you can never find out what to do? This is one of those games. Although it does hold a great assortment of fun weapons and great graphics, but it's hard.  You don't just go around firing guns at everything. Although I did not like  the first Tomb Raider either, only because many of the enviroments looked  exactly the same though. They both are good games but if your not willing  to put a lot of time into video games and just play for fun like me, your  not going to like this one.",OK OK......................,949190400,,
3.0,False,"01 11, 2000",A3AKRQEIX40VWT,B00000F1GI,Michael B.,"I've conquered hundreds of video games, but unless you have serious amounts of free time on your hand the tomb raider series is not for you.  I especially don't like having to get a hint guide to progress through a  game.  The first tomb raider was difficult, but not unreasonably so, the  puzzles made sense.  The second one introduced a troubling trend of hiding  the solution to puzzles in nonsensical places, and forcing a player to  backtrack and turn up the brightness constantly.  In this game it is  virtually impossible to figure out swiftly where you need to go or what you  have to do.  With larger levels come an increasingly frustrating inability  to simply figure out what you're trying to do in that particular level.  I  finally gave up after defeating two areas.  I refused to buy the hint  guide, but after flipping through it I was enraged at how impossible the  programmers made it to find the extra weapons and ammo.  The game is  tough enough already without having to defeat levels with just your pistols  if you don't buy the hint guide.
Why the hell can't they just make the  game fun?  the first one was just about right.  I'll never have the amount  of free time necessary to enjoy this series, which I actually love.  I have  more fun just wandering around and jumping then trying to defeat needlessly  obtuse puzzles.  The only area really up to first tomb raider standards are  is the south american levels with the giant statues.  ARGH.",WAY TOO DIFFICULT.,947548800,17,
1.0,True,"03 4, 2013",A1BZSLCQY8J4D2,B00000F1GM,Gumbojack2,I was so happy when I got it but it turns out it was BROKEN! Do not buy instead of this by star fox 64 I'm dead serious,Broken,1362355200,,
3.0,False,"05 5, 2012",AC9RN6DJ953QY,B00000F1GM,Retroplore,"I had a positive but more negative experience with this game. I did beat it a few times at the final level, defeating Bowser. But, the game crept me a couple of times. I could not fully control the buttons on the controller in order to figure out where I (Mario) was. Plus, there were some enemies that were scary and immortal. I could not stay in the water for too long or else I would die. However, the game was the first 3D Mario adventure type with cool graphics and so.

I rank this game the second in the list of most difficult Mario games (maybe 5 as total) ever. The winner is Super Mario Bros. 2 (in my opinion).",Probably the Second Hardest Mario Game Ever,1336176000,3,
1.0,False,"12 7, 2009",A20DZX38KRBIT8,B00000F1GM,Deimos,"Even when it first came out I tried out this game but could not get into it and I hate the n64 old style 3d graphics where the camera angle ends up getting you killed every five seconds, espessially in pits.  Of all the Mario games to date including the amazing Wii titles except for Super Mario Wii this has to be the worst Mario game for me since Mario Nes.  The graphics are terrible, the music is annoying and it's just boaring.",Never liked it.,1260144000,2,
3.0,False,"07 28, 2009",A2QZ94Q0VOFD5Z,B00000F1GM,Julie A. Mcgowan,"Okay this game is the reason they created difficulty settings. Some of the stars are just plain infuriating to get. And it has the exact same plot as every other Mario game. OMFG Bowser stole Peach whatever shall we do?! Get an ugly princess or something! And where the hell are the king and queen anyways?! The hats were also poorly implemented. The Flying cap is hard to use, the metal cap is rare, at best, and the computer can still see you when you use the invisible cap. They should have stuck to the 2D side scroller. And also where is Yoshi?! The fact that in later levels the edge of the map is always a bottomless pit is also frustrating.",Eh I guess it's okay,1248739200,3,
2.0,False,"06 27, 2007",AUX16WTCIHM1D,B00000F1GM,DanMe,"I recently tried playing this game, and by this point, my N64 is lucky it didn't get chucked out the window. The first few passes through the first few stages were fine, and pretty fun, but the rest of the game ends up being one long, annoying, tedious, impossible, and frustrating chore.

To start off, the control just isn't good enough to pull off HALF the things you need to do in this game. There are instances where you must execute specific jumps to get you from point A to point B, but half the time, the controller is non-responsive. Especially when it comes to levels that put you high up, this usually means falling...over and OVER again!

To add to this annoyance is the fact that there are no check points. If a level requires you to go to the top of a mountain, and you spend half an hour just getting up there and then you fall, you have to climb the whole thing ALL OVER AGAIN! So if you're like me, and find your self wondering off cliffs every other try because of the awful camera work, you will be playing the same stages over and over with no payoff but one big headache!

Now let's talk about the camera. Throughout most of the game, I found my self fighting IT more than I fought Bowser. It's simply impossible to judge distances based on where the camera is facing at any given time. Pressing the C buttons will move it around, but you have to keep perfectly still in order to avoid suddenly gong sideways or backwards. If you are in a stage where there is a time limit or a complicated jump, this can be particularly fatal.

Adding to this frustration is the fact that it is incredibly easy to over or under jump! This wouldn't be as much of a problem if it weren't for all the levels which require you to get to ""the top"" of things. Again, if you fall once, that's it, you start all over again. If the game designers weren't going to give you any continue points in these levels, why-o-why did they make it SO FRIGGIN' EASY FOR YOU TO FALL!!!???

There are plenty of levels and stages in this game, and lots to do in all of them. But by the time I cleared one stage, I really questioned whether or not I wanted to even GO to the next. Finally, after reaching a mere 52 stars, my answer is no.

So that's my two cents on this game, I can't beat it, I don't want to beat it. I'd rather go to a Morrissey concert with Kathy Griffin as the opening act than try to play it again. It would me MUCH less annoying than this game!",The Most Frustrating Thing ON EARTH!!!,1182902400,5,
2.0,False,"06 26, 2006",A2582KMXLK2P06,B00000F1GM,Bryan,"I'm pretty sick and tired of people calling Super Mario 64 a classic.  It's not.  Just because it's significant and influential in helping pave the way for future Mario titles doesn't mean Super Mario 64 is deserving of its classic status, or that it's any fun to actually play.  Super Mario Galaxy came along and pretty much improved every single aspect of Super Mario 64 so you basically no longer have to play this game other than to get a dated taste of mid 90's gaming history.  The only other possible reason someone would play Super Mario 64 is because they desperately seek open world exploration, and this is basically the only Mario platformer that can at least attempt to satisfy gamers with that particular appetite.  Not that I personally believe the game succeeds at the exploring aspect either.

The biggest problem is that so much of the land you explore consists of emptiness.  Oh sure you'll see trees, ramps, castles, buildings, enemies such as goombas, chain chomps, badly and laughably animated thwomps lifting up and slamming down, pokeys, rolling boulders, and other things that have become a trademark of the Mario series, but the amount of items to find and collect is *extremely* limited to coins (both yellow and red ones) and the occasional power-up that enables Mario to either fly (which admittedly is pretty fun) or obtain the incredibly boring metal cap that makes Mario invincible.  An alternative to the starman perhaps, with lousy side effects (Mario can't jump as high or far while wearing the metal cap).

When you're not experiencing the endless disappointment that is running across empty and boring lands and basically doing nothing but wasting time, you're jumping across a series of unspectacular and very ordinary-presented platforms over and *over* again.  This stuff seriously resembles a beginners course for developing platforms.  It's extremely basic game design.  The platforms are generic square-shaped tiles for you to jump across that quite often are all the same exact size.  It gets monotonous almost immediately.  Only unreasonable Nintendo fans would eat this stuff up, seriously.  Anybody else would obviously be able to detect flawed, repetitive gameplay.  The 2D Mario games move at such a swift pace that you don't even have time to stop and notice the platforms (unless you're an extremely slow gamer).  This is mainly because you don't have to stop and situate Mario a certain way for the purpose of making the perfect jump which is what severely ruins Super Mario 64's gameplay.  And don't EVEN say my skills are horrible when it's obvious through countless youtube videos that several gamers have the same exact issue.

While I'm by no means someone who cares about the best graphics available, you gotta admit the ones here have dated horrendously with embarrassing blocky shapes pretty much occupying most areas of the game.  The buildings, water and trees in particular are just awful for the eyes.  Nothing appealing whatsoever about any of the graphics- even the bright inviting colors don't lure me in but rather rub me the wrong way and force some of us older gamers to recall the unpleasant days of Mario Paint.

You have to collect 120 stars in order to complete the game 100% but guess what?  Many of the stars are flat out boring to collect due to being pathetically easy and basically being handed to you within minutes.  What kind of challenge is that?  The one where you have to swim around and open treasure chests in a certain order is baby-ish, and the one where you swim around collecting 8 predictably located red coins inside a basic building near the beginning of the game is offensive.  Or how about simply stomping a post into a ground to release a gate and thus, release the star?  Don't even *think* about mentioning the ones where you walk up to Toad and he simply hands you the star.  Granted, the game seems to always alternate easy star-collecting challenges with longer and more drawn out ones as a way to balance things out but that's the problem- the stars are either too easy or too long.  There is one star mission so awful it makes your inevitable death seem like something to anticipate- the one where you have to jump across a series of moving poles.  You have to jump at *just* the right moment while making sure you're positioned in the right spot.  This takes forever and is dreadfully annoying.

Also, what's up with all the little baby games?  Grab a baby penguin and slide down a snowy hill?  Chase the bunny so he doesn't hop away?  These are not suitable for anyone who recalls the challenging portions of previous 2D gaming such as Super Mario Bros. 3 or Super Mario World (and yes, these bunny grabbing missions are flaws in Super Mario Galaxy too, in case you think I'm intentionally favoring Super Mario Galaxy for no reason).  At least the cannon-shooting parts are cool.  It's fun figuring out where to launch Mario so he can land safely on upper grounds.

I can't help but feel the red star collecting is overrated.  When you collect red stars in Yoshi's Island, you feel like you're given a really elaborate and perfectly executed assignment since you also have to collect flowers and stars to 100% complete a stage.  It's a lot to do not to mention really darn exciting and satisfying once you've acquired all these items, and constantly keeps your attention span in check while searching for them.  Super Mario 64 basically takes that one red coin-collecting element of Yoshi's Island and makes it a main priority here.  You often have to collect 8 red coins per stage (opposed to 20 in Yoshi's Island) to obtain one of the 120 stars.  Ugh.

But nothing NOTHING is worse than the fact you have to re-enter stages over and over again just to grab all the stars that are located throughout.  To me this is unquestionably lazy game design.  How can it be anything else?  Who in their right mind would actually *want* to keep going back to the same exact stage ad nauseam?  Super Mario World was guilty of this too granted but not NEARLY to this exaggerated extent.  A terrible idea that gives a false impression a game has replay value but it's exactly the opposite- once you go through the same stage a bunch of times and finally accomplish everything there is to offer, you won't want to repeat these same objectives ever again.  So... you probably won't want to play Super Mario 64 ever again.  Even worse- when you often have to search for 100 coins to obtain a star.  This can take up to 20 minutes and bore you the entire time.  Being forced to collect 100 coins is a lazy way of assuring gamers don't leave any stone unturned because you basically have to thoroughly search every nook and cranny of a stage to even *find* 100 of them.

I also dislike how many of the classic enemies aren't included here such as the hammer brothers, buzzy beetles, bloopers, and cheep cheeps.  Even the koopa troopa is nowhere to be seen (well, other than that one race in the beginning).  You can ride a koopa shell like a skateboard but that doesn't count as an enemy appearance.  He's not a true enemy here.  Why is that?  Why not include all the familiar and well-loved enemies that have become a trademark to the Mario series?  They ruin the pirahna plants by the way.  Why is he sleeping?  Granted he comes alive when you get near, but it's a really weird concept.  At least Nintendo got the boos and haunted house right- a surprising and exciting maze-like high point of the game.  It's a lot of fun sorting through each room of the haunted house stages.  *That's* how you design a memorable stage.  Obviously if you weren't busy running around through several vast and average-designed empty fields of grass, there could have EASILY been room for the inclusion of more enemies.  Hey I'm all for open world exploration, but you have to actually fill in those areas with exciting, creative items that are both fun and rewarding to collect for the player, and enemies that present threatening encounters and a rush of excitement.  Simply throwing Mario into a big 3D world because it's his first grand 3D adventure truthfully isn't going to get the job done I'm afraid.  More needs to be done.

Constantly having to rearrange the camera so you can see where you're actually going is a nuisance.  Nobody likes dealing with a camera while jumping around trying to play a video game, but granted, several games back in the mid to late 90's were guilty of the same camera problems since developers were still getting their feet wet so to speak, and figuring out the best way to help players accurately and conveniently see what's ahead.  Still, you'll lose more than a few lives due to bad camera angles in Super Mario 64.  I guarantee it.  One thing I *do* like about this game is how fast Mario runs.  It's a fast-moving game, which helps going from point A to point B more convenient. Also some of the wall jumps and triple jumps are fun to execute.  Reminds me of Super Metroid in that respect.  Yoshi is teased in this game (I won't spoil how) but he's not actually playable which doesn't make sense.  Why make an appearance if he's not going to be playable?

The music is either extremely good (the brilliant peaceful moodiness of the water theme and the intimidating and exciting heavy metal-like Bowser fights) or downright horrendous (everything else, which consists of annoying nursery rhyme children's themes inappropriate and painfully skull-smashing for the rest of us).  I can't STAND the theme songs that play in Whomp's Fortress and Rainbow Ride- two unforgivable themes that make me want to smash my brains in whenever I play Super Mario Galaxy 2 where they return in all their overbearingly annoying glory.  Rainbow Ride in particular reminds me of a county hayride where kids ride around on tractors (not to mention the stage itself is extremely tedious and overlong).  The snowy mountain stage with the Italian accordion music is sickening and out of place.  Just mute the volume on your TV to make life easier for yourself.  The boss fights are incredibly simplistic- grab Bowser's tail, spin him around and toss him, or pick up/stomp other bosses.  Basic, boring stuff.

A few stages that are actually fun include Lethal Lava Land where the platforms convincingly feel like an upgrade into the 3D world from the original Super Mario Bros. castle levels (not to mention better/more interesting use of platform jumping compared to the rest of the levels in SM64), Shifting Sand Land since it's packed with obstacles and enemies (and reasonably challenging overall), and Tall Tall Mountain's tricky climb to the top (involving a vine climbing portion).  In fact, to be fair, Tall Tall Mountain is one of the best levels ever in a 3D Mario game.  It's *that* good.  Bowser's castle levels are pretty solid as well, mostly due to the fast-paced nature of them.

Several things feel tacky- the 1-ups and coins are small, dark, ugly looking, and clumsily made due to less than spectacular graphics and game design, and overall Super Mario 64 is just a really lackluster and highly overrated game.  If not for influence, this game would have been forgotten and the superior Super Mario Galaxy series would have prevailed even more dominantly than they already do.  Oh and don't even mention the cake-eating storyline.  It's atrocious.  The fact they brought it back for the Galaxy series makes me want to vomit.",Mario's first jump into the land of 3D platforming stinks,1151280000,10,
3.0,False,"07 9, 2002",A2N1C9JKI2C5XD,B00000F1GM,An amazon visitor,"THIS GAME IS SO EASY THAT IT IS BEYOND BELIEF! and I mean that, too.  Some people think that they're the GREATEST nintendo players of all time just because they beat Super Mario on the N64 console.  Big deal.  This game is incredibly, (AND I MEAN INCREDIBLY) Easy.  It's okay, but nowhere as near as good as Zelda.  However, if you want a game that's excellent for the N64, get this game.  Here's my pros and cons for this highly wonerful and yet laughably easy game:
  PROS:
  Wonderful graphics.
  Addictive gameplay.
  Every now and then there's puzzles that are mildly challenging.
  Un-predictableness with the creatures in this game make it fun.
  CONS:
  Awkward camera angles.
  Too easy that you should beat it in about two or one month.
  Controls are weird and at times confusing.
  Graphics are good, but at times there are major glitches.
  This games levels look alike every now and then.
  The plot sucks.  It does.  Save the princess and jump through paintings and destroy Bowser.  Come on!
  Bowser bosses are not difficult at all.  You can beat all three of them in like less than a day if you try hard enough, (I did it in one day, true story, I SWEAR)

  And there you go.  Hopefully this review helped somebody out.","A great game, wonderful graphics, addictive gameplay, but...",1026172800,,
2.0,False,"07 12, 2001",A3SF50Z5Q7PJA4,B00000F1GM,Casey Aytes,"Let me just say that i think mario 64 is a okay game as far as gameplay and graphics goes but, every level get's harder and harder it's so hard it would take you months to beat it and by the time you do you would be white as a sheet from staying inside all the time and 50% of your muscles would atrophy. also the ending really sucks it ends by princess toadstool saying let's make a cake for mario then it's over so don't waste your time with this game.",If  you don't have a game shark don't buy this game,994896000,2,
2.0,False,"12 29, 2000",A38FVBBQ1YODJW,B00000F1GM,Amazon Customer,"Before I start, let me explain that I'm writing this review from the standpoint of an occasonal video gamer, namely, me. This review probably would not hold true for hardcore/professional video gamers.  I have played all of the classic Mario Bros games, and loved them all, except for this one. For one reason, and one one reason only. For the casual gamer, controlling Mario in a precise manner is an exercise in futility. If you only play your games a couple of hours a week like me, if you are not a ""pro,"" the human language cannot describe just how much this game will frustrate you. I mean it, the control is HORRIBLE.  For those of you over the age of 21, try to imagine this: You're very very drunk, and trying to walk down an ice covered slope. That would be EASIER than controlling Mario in this game, in places where it matters the most, precise maneuvering in tight spots. You can't use the control pad at all, just the joystick.  With all of the brilliant minds working for Nintendo, I would think that they could have developed a better way to control the character through the use of the control pad.  Another thing. If you are prone to car-sickness or other types of motion induced illness, you can't play this game for more than 30 minutes at a time. Believe me, I'm not stretching the truth. I served 10 years in the USAF, and did alot of flying during those years, so I'm not exactly the ""weak stomach"" type.  Would I recommend buying this game? By all means, yes, if you are a hardcore player. The graphics are pretty cool and have a definite charm. For all you pros out there, I would agree with a 4 or 5 star rating for this game.  For the occasional gamer like me, I would recommend renting it before buying it. Your experience may or may not be as bad as mine..........","If you are a CASUAL video gamer, read....",978048000,19,
3.0,False,"06 20, 2009",A2NRSADWX96UYV,B00000G16I,Joshua Carter,"Sim city 3000 is great for people looking for a game that is fun, pulls you in, mildly addictive, and not too complex, the unlimited version only offers more building sets and other things that some people would pay for, but nothing relavent.

From 1 to 1oo, this game would get a 40, why? Becuase it just isn' that good of a game, I'm an expert ing gaming and pcs and have been in the business since windows 95. But this game is made for the average ""dumb american"", that is why it is so simple, and lacks any depth. This game is perfect for teenagers, soccer moms, and stud people, but anybody who likes a good challenging game shouldn't even look in it's direction.

These are the good things about the game....

1. It has playability value but not much, from 1 to 10 maybe a 3, becuase once you master it( spoiler, it takes about a hundred years to get a size million in a city) you just don't give a damn about playing it again.

2. System requirements are low, and it runs on the most ancient pc that is feasible.

3. It's easy to learn to play, and inexpensive, and the graphics are pretty good for those who care unless you get to close( highest zoom).

4. You can voyage out of reality and build a city of imagination.

Now these are the concerns about the game.

1. The game has very little realistic qualities about it, it is not in check with the real word, even the information bar suggest it was mad for kids.

2. There is no names for streets, no district and area setting, and no combining indidvidual parks to make one small, medium or large park( Different small or large parks placed to getting but functioning different ans seperate is not realistic).

3. There are not as many tax forms as they are in the real world, and the maps are either way too small or only show the central part of the city, which is also unrealistc, since all large cities have metros.

4. The max loan size is way too small, and the interest is a bit extreme.

5. The airports don't generate as much income as they should.

6. There are not nearly enough mass transit options in the game, and the availabe ones are very unrealistic. The train option is just horrific, and the subway us expensive and not very fun to build,( they were probably thinking that the game is about cit building, but transportation is a huge part of any city over 300,000) the highways are basicly useless and very expensive and difficult to build, and there are no underground building and other types of roads and highways, and no street lights and signs.

7. It is just about impossible to get a city size of over 4 million even on the larget plot availabe, and even when thinking this is just the central part of a city and the metro is not shown on map is still not feasible, since the large us cities have far more than 5million people in there central part.

8. The game crashes and is racked with bugs.

all in all you see why this game gets a 40, if less, this game is not just that great, hopefully they will fix atleast 60 percent of these major flaws(anything less is unacceptable) in the next simcity, and as for simcity 4, lets not just go there,and there will not be a five, ( I believe maxis is not in operation anymore and has just not announced it), but the city simulation industry is still wide open and the demand is high.",Decent at best,1245456000,,
2.0,False,"02 9, 2006",AFSJXUB4699CN,B00000G16I,Kindle Customer,I love Sim. games very much but I did not like this Sim. game.  After I would have my little city all set up I would need to watch it like a hawk leaving me with almost no time to expand and improve on my little city.  I have been told to give this game another try but I just can not find a reason to go back and try this game again.,I did not like it,1139443200,,
3.0,False,"04 24, 2003",A3SGRYIICHGMX,B00000G16I,Jack Turner,"While the game itself is quite good.  I enjoy playing my copy of the game, and still find new interest and challenges of running cities.  The replay value should be obvious as there is no ""end goal"" to meet, though there are ""rewards"" along the way.  There are several problems, however, particularly when compared to Sim City 2000.  First, there are no scenarios.  That is a pity because the scenarios often enhanced the value of the game.  Second, you cannot for your own landform in the New City mode before you start the game (again, unlike SC2000).  Both of these problems were later corrected for the later cousin of the game: Sim City 3000 Unlimited. Additionally, the online support is much better for Unlimited.  The building downloads on the official website are minimal, and the building design tool is not supported by the basic game.  Still, I will have to admit that 3000 is still a vast improvement over the previous version.  The buildings are better designed, and they really do look different on different sides.  Also, the graphics are much better over 2000, while they are not vastly improved in Unlimited (which is essentially the same game, with the additions above AND additional buildings).  I would recommend that you do buy Unlimited over this version simply because of the vast number of updates.  And, with the release of Sim City 4, it is highly unlikely that even the Unlimited website will stay up much into the future, and it certainly will not be supported any more.",Not Well Supported,1051142400,,
3.0,False,"08 3, 2002",A3MCIFXE7SNAX8,B00000G16I,Void Zero,"Simcity 3000 is a good simulation.  The graphics are outstanding, the music is ok, it is fun to look down and see vehicles driving on the streets and the people walking around.  Even the sound effects match with the specific area of the city you are looking at.  For example, high-crime residential areas feature sporadic gunfire, rapid footsteps and the clanging of a chain-link fence.  the bustling commercial areas feature heavy traffic noises and sirens, and industrial areas have heavy truck and machinery noises.  You control the layout of the streets and the zoning.  Then the city develops itself, according to land values and access to transportation.
The not-so-good:  When areas become blighted and buildings are abandoned, the buildings become black boarded-up boxes that no longer resemble the original building style-- for example, a twelve story apartment building, when abandoned, becomes a three-story black box with boarded-up windows.  You cannot have suspension bridges cross above highways or city streets.  ALL the streets intersect (no way to build overpasses, except highways crossing streets) There is no way to build elevated rail lines-- the railroad must cross every street at an intersection.  Also, you are mostly restricted to a north-south street grid system
Overall, this is a great game.  I just felt like pointing out some flaws that might annoy some people.",Simcity 3000:  the good and the not-so-good,1028332800,3,
2.0,False,"06 15, 2002",A2TAQHMWOX45GO,B00000G16I,Ben,"I started my first succesful city (w/o a starter city) and it was great! Then, after about two hours of gameplay, MY 855,500 pop. city had a problem with people. It must have, because in less than 20 minuets, My city was reduced to about 250,000 pop. Get this IT WAS FOR NO APPARENT REASON. My popularity was high, all of the ordenances I could have had were activated, all buildings had water and power, I had full funding to schools, firestations, police, ect., police and fire coverage were excelant, taxes were only at 3 for everything (Ind., Com., and Res.), and everything else you could think of, I had it. It was the perfect city and my whole population (who still liked by the way) left the city. If you have a good reason for it , I'd say it was a glitch in the game. Don't get me wrong, it is a fun game when there is a reason to the sudden drops, but I don't think you can have a real good city that lasts for more than four or five hours and there is no good city, they'll all die out eventually. The only option you have is LOSS. I am hoping that SC 4000 will be MUCH better.",People start leaving for no reason,1024099200,,
3.0,False,"12 8, 2000",A2J27TTY9PWFLG,B00000G16I,Bryan Sebrell,"Sim City 3000 is good game, yet it is the hardest game I have ever played. The main problem is getting money. I can never get any profit at the end of each year. Sure, I can use the $100,000 cheat code, but it only works once. Another problem is getting the people to work. Even if you put residential areas (where they live) next to industrial areas (where they work), they still might complain that it is too far to go. Some good things about Sim City 3000 is that you can build famous landscapes. Also, the graphics are great! If you are considering buying this city-building game, I would suggest The Sims or Roller Coaster Tycoon instead.",A seriously difficult game.,976233600,2,
1.0,False,"03 27, 2000",A3KMOEVKYDKEY7,B00000G16I,G. Long,"I'll admit right now that I hate all of the Simcities that came out, with the exception of the Super Nintendo version of the first Simcity.  I'm more of an action person, not a sit-back-and-watch-my-city-grow person.  Sure,  Simcity 3000 is good for a while with it's catchy graphics and innovative  approach to buidling a city, but a few hours later, you'll either want to  fall asleep or put your fist through the monitor, depending upon whether  the income for your city is positive or negative for each game year.  I  turned out to be one of the latter people.  No matter how hard I tried, I  could never get the income to come out positive.  So, I did what any  distraught and stuck person would do...go online for cheat codes!  An hour  later, I was bored.  If you're a thinker, by all means try Simcity 3000  out.  But, if you're a person that thinks actions speak louder than words,  try Dungeon Keeper 2, a game like Simcity 3000, but not as complex (and  more active!).",YAWN....,954115200,3,
3.0,False,"12 12, 1999",A36N5DBBMHEQJ0,B00000G16I,John Cross,"At first glance this game may look easy but its not. You could spend many hours just trying to figure out what everything does and even more making your numerous attempts at unsuccesful cities. The graphics are pretty good  but you need an intense system for the game to run smoothly. Maxis has once  again added their own humorous touch to the game which can add to the fun  factor. You probably won't get sick of this game very fast. If you are  looking for a huge improvement over SC2K you won't find it here. I have made  this game sound bad but it really isn't, this a very fun and challenging  game and would reccomend it only to one who likes this particular genre.",Fun and very challenging,944956800,10,
